500	 4
1000	 19
1500	 45
2000	 79
2500	 124
3000	 178
3500	 243
4000	 318
4500	 404
5000	 499
5500	 608
6000	 718
6500	 846
7000	 977
7500	 1123
8000	 1275
8500	 1446
9000	 1614
9500	 1799
10000	 1993
10500	 2200
11000	 2412
11500	 2639
12000	 2873
12500	 3114
13000	 3368
13500	 3634
14000	 3892
14500	 4195
15000	 4486
15500	 4794
16000	 5103
16500	 5435
17000	 5761
17500	 6112
18000	 6474
18500	 6829
19000	 7201
19500	 7590
20000	 7984
