50000	 0
60000	 1
70000	 1
80000	 1
90000	 1
100000	 1
110000	 1
120000	 1
130000	 1
140000	 1
150000	 1
160000	 1
170000	 1
180000	 1
190000	 1
200000	 1
210000	 2
220000	 2
230000	 2
240000	 2
250000	 2
260000	 2
270000	 2
280000	 2
290000	 2
300000	 2
310000	 2
320000	 2
330000	 2
340000	 3
350000	 3
360000	 3
370000	 3
380000	 3
390000	 3
400000	 3
410000	 3
420000	 3
430000	 3
440000	 3
450000	 3
460000	 4
470000	 4
480000	 4
490000	 4
500000	 4
510000	 4
520000	 4
530000	 4
540000	 4
550000	 4
560000	 4
570000	 4
580000	 4
590000	 4
600000	 5
610000	 5
620000	 5
630000	 5
640000	 5
650000	 5
660000	 6
670000	 5
680000	 5
690000	 5
700000	 5
710000	 5
720000	 5
730000	 5
740000	 5
750000	 6
760000	 6
770000	 6
780000	 6
790000	 7
800000	 7
810000	 7
820000	 7
830000	 6
840000	 6
850000	 7
860000	 7
870000	 7
880000	 7
890000	 7
900000	 7
910000	 7
920000	 7
930000	 7
940000	 8
950000	 9
960000	 8
970000	 8
980000	 8
990000	 8
1000000	 8
1010000	 8
1020000	 9
1030000	 8
1040000	 9
1050000	 9
1060000	 9
1070000	 9
1080000	 9
1090000	 9
1100000	 9
1110000	 9
1120000	 9
1130000	 9
1140000	 9
1150000	 9
1160000	 9
1170000	 10
1180000	 10
1190000	 10
1200000	 10
1210000	 10
1220000	 10
1230000	 10
1240000	 10
1250000	 10
1260000	 10
1270000	 10
1280000	 10
1290000	 10
1300000	 10
1310000	 10
1320000	 11
1330000	 11
1340000	 11
1350000	 11
1360000	 11
1370000	 11
1380000	 11
1390000	 11
1400000	 11
1410000	 11
1420000	 11
1430000	 11
1440000	 11
1450000	 12
1460000	 11
1470000	 12
1480000	 12
1490000	 12
1500000	 12
1510000	 12
1520000	 12
1530000	 12
1540000	 12
1550000	 12
1560000	 13
1570000	 12
1580000	 13
1590000	 13
1600000	 13
1610000	 13
1620000	 13
1630000	 13
1640000	 13
1650000	 13
1660000	 13
1670000	 13
1680000	 13
1690000	 13
1700000	 14
1710000	 14
1720000	 13
1730000	 14
1740000	 14
1750000	 14
1760000	 14
1770000	 14
1780000	 14
1790000	 14
1800000	 15
1810000	 14
1820000	 14
1830000	 14
1840000	 15
1850000	 14
1860000	 15
1870000	 15
1880000	 15
1890000	 15
1900000	 15
1910000	 15
1920000	 15
1930000	 15
1940000	 15
1950000	 15
1960000	 16
1970000	 15
1980000	 15
1990000	 16
2000000	 16
2010000	 16
2020000	 16
2030000	 16
2040000	 16
2050000	 16
2060000	 16
2070000	 16
2080000	 16
2090000	 16
2100000	 16
2110000	 17
2120000	 17
2130000	 17
2140000	 17
2150000	 17
2160000	 17
2170000	 17
2180000	 17
2190000	 17
2200000	 17
2210000	 17
2220000	 17
2230000	 17
2240000	 18
2250000	 17
2260000	 18
2270000	 18
2280000	 18
2290000	 18
2300000	 18
